objID	min_stars_template	min_stars_all	upscale_factor	g_vec	i_vec	r_vec	u_vec	z_vec	g_stars	i_stars	r_stars	u_stars	z_stars
1237648704060194982	3	1	1000	[ 0.05512667 -0.26072   ]	[0 0]	[-0.64279333  0.53660333]	[-0.053915  0.038095]	[-0.643706  0.087382]	3	6	3	2	6
