objID	min_stars_template	min_stars_all	upscale_factor	g_vec	i_vec	r_vec	u_vec	z_vec	g_stars	i_stars	r_stars	u_stars	z_stars
1237650761324232812	3	1	1000	[-0.065845 -0.225495]	[ 0.6702025 -0.0120275]	[0 0]	 	[ 0.00426 -0.27931]	2	4	4	 	4
