objID	min_stars_template	min_stars_all	upscale_factor	g_vec	i_vec	r_vec	u_vec	z_vec	g_stars	i_stars	r_stars	u_stars	z_stars
1237648704594903402	3	1	1000	[ 0.56276  -0.213125]	[0 0]	[-0.32244667 -0.342975  ]	 	[0.333315   0.09184333]	2	7	7	 	6
