objID	min_stars_template	min_stars_all	upscale_factor	g_vec	i_vec	r_vec	u_vec	z_vec	g_stars	i_stars	r_stars	u_stars	z_stars
1237648705659470004	3	1	1000	[ 0.47963 -0.12845]	[-0.03906333  0.55327667]	[0 0]	 	[0.34574    0.44529333]	2	3	4	 	3
