objID	min_stars_template	min_stars_all	upscale_factor	g_vec	i_vec	r_vec	u_vec	z_vec	g_stars	i_stars	r_stars	u_stars	z_stars
1237650760246296730	3	1	1000	[-0.1870175 -0.434965 ]	[ 0.77212714 -0.27506571]	[0 0]	[0.530695 0.26294 ]	[-0.08816857 -0.03168143]	4	7	7	2	7
