objID	min_stars_template	min_stars_all	upscale_factor	g_vec	i_vec	r_vec	u_vec	z_vec	g_stars	i_stars	r_stars	u_stars	z_stars
1237648704597196979	3	1	1000	[-0.040725 -0.48918 ]	[0 0]	[-0.46204  -0.231854]	[-0.096655 -0.427235]	[0.098098 0.238688]	2	7	5	2	5
