objID	min_stars_template	min_stars_all	upscale_factor	g_vec	i_vec	r_vec	u_vec	z_vec	g_stars	i_stars	r_stars	u_stars	z_stars
1237650761324363922	3	1	1000	[-0.0931175 -0.2186175]	[-0.024085 -0.494075]	[0 0]	 	[-0.153338  0.10692 ]	4	4	6	 	5
